CBSA;Metro;Year;Population;PercentChng_1960;PercentChng_1990;PercentChng_2000;PercentChng_2010;Source
Miami-Fort Lauderdale-Pompano Beach, FL;Miami;2,020;6,126,441;309;51;22;10;PopEst21
Miami-Fort Lauderdale-Pompano Beach, FL;Miami;2,021;6,091,747;307;50;22;9;PopEst21
New York-Newark-Jersey City, NY-NJ-PA;New York;1,960;15,346,313;0;0;0;0;DecennialCensus
New York-Newark-Jersey City, NY-NJ-PA;New York;1,970;17,062,309;11;0;0;0;DecennialCensus
New York-Newark-Jersey City, NY-NJ-PA;New York;1,971;17,162,586;12;0;0;0;PopEst80
New York-Newark-Jersey City, NY-NJ-PA;New York;1,972;17,125,812;12;0;0;0;PopEst80
New York-Newark-Jersey City, NY-NJ-PA;New York;1,973;16,974,866;11;0;0;0;PopEst80
New York-Newark-Jersey City, NY-NJ-PA;New York;1,974;16,857,169;10;0;0;0;PopEst80
New York-Newark-Jersey City, NY-NJ-PA;New York;1,975;16,778,355;9;0;0;0;PopEst80
New York-Newark-Jersey City, NY-NJ-PA;New York;1,976;16,712,728;9;0;0;0;PopEst80
New York-Newark-Jersey City, NY-NJ-PA;New York;1,977;16,584,092;8;0;0;0;PopEst80
New York-Newark-Jersey City, NY-NJ-PA;New York;1,978;16,468,441;7;0;0;0;PopEst80
New York-Newark-Jersey City, NY-NJ-PA;New York;1,979;16,400,135;7;0;0;0;PopEst80
New York-Newark-Jersey City, NY-NJ-PA;New York;1,980;16,363,540;7;0;0;0;DecennialCensus
New York-Newark-Jersey City, NY-NJ-PA;New York;1,981;16,403,191;7;0;0;0;PopEst90
New York-Newark-Jersey City, NY-NJ-PA;New York;1,982;16,439,456;7;0;0;0;PopEst90
New York-Newark-Jersey City, NY-NJ-PA;New York;1,983;16,564,633;8;0;0;0;PopEst90
New York-Newark-Jersey City, NY-NJ-PA;New York;1,984;16,658,667;9;0;0;0;PopEst90
New York-Newark-Jersey City, NY-NJ-PA;New York;1,985;16,730,937;9;0;0;0;PopEst90
New York-Newark-Jersey City, NY-NJ-PA;New York;1,986;16,810,171;10;0;0;0;PopEst90
New York-Newark-Jersey City, NY-NJ-PA;New York;1,987;16,858,287;10;0;0;0;PopEst90
New York-Newark-Jersey City, NY-NJ-PA;New York;1,988;16,896,885;10;0;0;0;PopEst90
New York-Newark-Jersey City, NY-NJ-PA;New York;1,989;16,880,402;10;0;0;0;PopEst90
New York-Newark-Jersey City, NY-NJ-PA;New York;1,990;16,846,046;10;0;0;0;DecennialCensus
New York-Newark-Jersey City, NY-NJ-PA;New York;1,991;16,979,004;11;1;0;0;PopEst00
New York-Newark-Jersey City, NY-NJ-PA;New York;1,992;17,114,713;12;2;0;0;PopEst00
New York-Newark-Jersey City, NY-NJ-PA;New York;1,993;17,273,224;13;3;0;0;PopEst00
New York-Newark-Jersey City, NY-NJ-PA;New York;1,994;17,407,324;13;3;0;0;PopEst00
New York-Newark-Jersey City, NY-NJ-PA;New York;1,995;17,544,499;14;4;0;0;PopEst00
New York-Newark-Jersey City, NY-NJ-PA;New York;1,996;17,681,708;15;5;0;0;PopEst00
New York-Newark-Jersey City, NY-NJ-PA;New York;1,997;17,835,528;16;6;0;0;PopEst00
New York-Newark-Jersey City, NY-NJ-PA;New York;1,998;18,007,924;17;7;0;0;PopEst00
New York-Newark-Jersey City, NY-NJ-PA;New York;1,999;18,192,429;19;8;0;0;PopEst00
New York-Newark-Jersey City, NY-NJ-PA;New York;2,000;18,323,002;19;9;0;0;DecennialCensus
New York-Newark-Jersey City, NY-NJ-PA;New York;2,001;18,476,764;20;10;1;0;PopEst10
New York-Newark-Jersey City, NY-NJ-PA;New York;2,002;18,554,586;21;10;1;0;PopEst10
New York-Newark-Jersey City, NY-NJ-PA;New York;2,003;18,598,803;21;10;2;0;PopEst10
New York-Newark-Jersey City, NY-NJ-PA;New York;2,004;18,597,871;21;10;2;0;PopEst10
New York-Newark-Jersey City, NY-NJ-PA;New York;2,005;18,568,830;21;10;1;0;PopEst10
New York-Newark-Jersey City, NY-NJ-PA;New York;2,006;18,538,752;21;10;1;0;PopEst10
New York-Newark-Jersey City, NY-NJ-PA;New York;2,007;18,572,325;21;10;1;0;PopEst10
New York-Newark-Jersey City, NY-NJ-PA;New York;2,008;18,672,355;22;11;2;0;PopEst10
New York-Newark-Jersey City, NY-NJ-PA;New York;2,009;18,800,157;23;12;3;0;PopEst10
New York-Newark-Jersey City, NY-NJ-PA;New York;2,010;18,897,109;23;12;3;0;DecennialCensus
New York-Newark-Jersey City, NY-NJ-PA;New York;2,011;19,052,774;24;13;4;1;PopEst20
New York-Newark-Jersey City, NY-NJ-PA;New York;2,012;19,149,689;25;14;5;1;PopEst20
New York-Newark-Jersey City, NY-NJ-PA;New York;2,013;19,226,449;25;14;5;2;PopEst20
New York-Newark-Jersey City, NY-NJ-PA;New York;2,014;19,280,929;26;14;5;2;PopEst20
New York-Newark-Jersey City, NY-NJ-PA;New York;2,015;19,320,968;26;15;5;2;PopEst20
New York-Newark-Jersey City, NY-NJ-PA;New York;2,016;19,334,778;26;15;6;2;PopEst20
New York-Newark-Jersey City, NY-NJ-PA;New York;2,017;19,322,607;26;15;5;2;PopEst20
New York-Newark-Jersey City, NY-NJ-PA;New York;2,018;19,276,644;26;14;5;2;PopEst20
New York-Newark-Jersey City, NY-NJ-PA;New York;2,019;19,216,182;25;14;5;2;PopEst20
New York-Newark-Jersey City, NY-NJ-PA;New York;2,020;20,096,413;31;19;10;6;PopEst21
New York-Newark-Jersey City, NY-NJ-PA;New York;2,021;19,768,458;29;17;8;5;PopEst21
Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Philadelphia;1,960;4,757,462;0;0;0;0;DecennialCensus
Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Philadelphia;1,970;5,317,407;12;0;0;0;DecennialCensus
Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Philadelphia;1,971;5,362,224;13;0;0;0;PopEst80
Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Philadelphia;1,972;5,353,856;13;0;0;0;PopEst80
Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Philadelphia;1,973;5,317,946;12;0;0;0;PopEst80
Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Philadelphia;1,974;5,295,961;11;0;0;0;PopEst80
Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Philadelphia;1,975;5,288,594;11;0;0;0;PopEst80
Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Philadelphia;1,976;5,280,960;11;0;0;0;PopEst80
Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Philadelphia;1,977;5,264,763;11;0;0;0;PopEst80
Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Philadelphia;1,978;5,247,406;10;0;0;0;PopEst80
Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Philadelphia;1,979;5,248,337;10;0;0;0;PopEst80
Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Philadelphia;1,980;5,240,039;10;0;0;0;DecennialCensus
Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Philadelphia;1,981;5,250,308;10;0;0;0;PopEst90
Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Philadelphia;1,982;5,257,021;11;0;0;0;PopEst90
Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Philadelphia;1,983;5,261,673;11;0;0;0;PopEst90
Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Philadelphia;1,984;5,279,132;11;0;0;0;PopEst90
Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Philadelphia;1,985;5,294,459;11;0;0;0;PopEst90
Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Philadelphia;1,986;5,335,408;12;0;0;0;PopEst90
Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Philadelphia;1,987;5,383,458;13;0;0;0;PopEst90
Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Philadelphia;1,988;5,421,401;14;0;0;0;PopEst90
Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Philadelphia;1,989;5,434,519;14;0;0;0;PopEst90
Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Philadelphia;1,990;5,435,468;14;0;0;0;DecennialCensus
Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Philadelphia;1,991;5,479,918;15;1;0;0;PopEst00
Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Philadelphia;1,992;5,503,640;16;1;0;0;PopEst00
Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Philadelphia;1,993;5,533,081;16;2;0;0;PopEst00
Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Philadelphia;1,994;5,562,336;17;2;0;0;PopEst00
Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Philadelphia;1,995;5,586,177;17;3;0;0;PopEst00
Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Philadelphia;1,996;5,602,154;18;3;0;0;PopEst00
Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Philadelphia;1,997;5,615,600;18;3;0;0;PopEst00
Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Philadelphia;1,998;5,640,015;19;4;0;0;PopEst00
Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Philadelphia;1,999;5,665,210;19;4;0;0;PopEst00
Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Philadelphia;2,000;5,687,147;20;5;0;0;DecennialCensus
Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Philadelphia;2,001;5,713,954;20;5;0;0;PopEst10
Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Philadelphia;2,002;5,743,383;21;6;1;0;PopEst10
Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Philadelphia;2,003;5,773,864;21;6;2;0;PopEst10
Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Philadelphia;2,004;5,804,535;22;7;2;0;PopEst10
Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Philadelphia;2,005;5,829,139;23;7;2;0;PopEst10
Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Philadelphia;2,006;5,856,125;23;8;3;0;PopEst10
Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Philadelphia;2,007;5,882,126;24;8;3;0;PopEst10
Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Philadelphia;2,008;5,906,917;24;9;4;0;PopEst10
Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Philadelphia;2,009;5,941,539;25;9;4;0;PopEst10
Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Philadelphia;2,010;5,965,343;25;10;5;0;DecennialCensus
Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Philadelphia;2,011;5,996,232;26;10;5;1;PopEst20
Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Philadelphia;2,012;6,016,616;26;11;6;1;PopEst20
Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Philadelphia;2,013;6,030,134;27;11;6;1;PopEst20
Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Philadelphia;2,014;6,046,382;27;11;6;1;PopEst20
Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Philadelphia;2,015;6,056,816;27;11;7;2;PopEst20
Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Philadelphia;2,016;6,066,661;28;12;7;2;PopEst20
Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Philadelphia;2,017;6,078,522;28;12;7;2;PopEst20
Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Philadelphia;2,018;6,091,208;28;12;7;2;PopEst20
Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Philadelphia;2,019;6,102,434;28;12;7;2;PopEst20
Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Philadelphia;2,020;6,241,983;31;15;10;5;PopEst21
Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Philadelphia;2,021;6,228,601;31;15;10;4;PopEst21
Phoenix-Mesa-Chandler, AZ;Phoenix;1,960;726,183;0;0;0;0;DecennialCensus
Phoenix-Mesa-Chandler, AZ;Phoenix;1,970;1,035,438;43;0;0;0;DecennialCensus
Phoenix-Mesa-Chandler, AZ;Phoenix;1,971;1,100,221;52;0;0;0;PopEst80
Phoenix-Mesa-Chandler, AZ;Phoenix;1,972;1,163,970;60;0;0;0;PopEst80
Phoenix-Mesa-Chandler, AZ;Phoenix;1,973;1,237,666;70;0;0;0;PopEst80
Phoenix-Mesa-Chandler, AZ;Phoenix;1,974;1,301,948;79;0;0;0;PopEst80
Phoenix-Mesa-Chandler, AZ;Phoenix;1,975;1,337,678;84;0;0;0;PopEst80
Phoenix-Mesa-Chandler, AZ;Phoenix;1,976;1,366,413;88;0;0;0;PopEst80
Phoenix-Mesa-Chandler, AZ;Phoenix;1,977;1,416,923;95;0;0;0;PopEst80
Phoenix-Mesa-Chandler, AZ;Phoenix;1,978;1,476,479;103;0;0;0;PopEst80
Phoenix-Mesa-Chandler, AZ;Phoenix;1,979;1,546,337;113;0;0;0;PopEst80
Phoenix-Mesa-Chandler, AZ;Phoenix;1,980;1,599,970;120;0;0;0;DecennialCensus
Phoenix-Mesa-Chandler, AZ;Phoenix;1,981;1,658,994;128;0;0;0;PopEst90
Phoenix-Mesa-Chandler, AZ;Phoenix;1,982;1,708,659;135;0;0;0;PopEst90
Phoenix-Mesa-Chandler, AZ;Phoenix;1,983;1,761,814;143;0;0;0;PopEst90
Phoenix-Mesa-Chandler, AZ;Phoenix;1,984;1,837,456;153;0;0;0;PopEst90
Phoenix-Mesa-Chandler, AZ;Phoenix;1,985;1,931,973;166;0;0;0;PopEst90
Phoenix-Mesa-Chandler, AZ;Phoenix;1,986;2,013,324;177;0;0;0;PopEst90
Phoenix-Mesa-Chandler, AZ;Phoenix;1,987;2,102,567;190;0;0;0;PopEst90
Phoenix-Mesa-Chandler, AZ;Phoenix;1,988;2,162,656;198;0;0;0;PopEst90
Phoenix-Mesa-Chandler, AZ;Phoenix;1,989;2,217,534;205;0;0;0;PopEst90
Phoenix-Mesa-Chandler, AZ;Phoenix;1,990;2,238,480;208;0;0;0;DecennialCensus
Phoenix-Mesa-Chandler, AZ;Phoenix;1,991;2,319,206;219;4;0;0;PopEst00
Phoenix-Mesa-Chandler, AZ;Phoenix;1,992;2,398,760;230;7;0;0;PopEst00
Phoenix-Mesa-Chandler, AZ;Phoenix;1,993;2,491,818;243;11;0;0;PopEst00
Phoenix-Mesa-Chandler, AZ;Phoenix;1,994;2,613,502;260;17;0;0;PopEst00
Phoenix-Mesa-Chandler, AZ;Phoenix;1,995;2,744,046;278;23;0;0;PopEst00
Phoenix-Mesa-Chandler, AZ;Phoenix;1,996;2,855,711;293;28;0;0;PopEst00
Phoenix-Mesa-Chandler, AZ;Phoenix;1,997;2,963,714;308;32;0;0;PopEst00
Phoenix-Mesa-Chandler, AZ;Phoenix;1,998;3,074,532;323;37;0;0;PopEst00
Phoenix-Mesa-Chandler, AZ;Phoenix;1,999;3,178,349;338;42;0;0;PopEst00
Phoenix-Mesa-Chandler, AZ;Phoenix;2,000;3,251,876;348;45;0;0;DecennialCensus
Phoenix-Mesa-Chandler, AZ;Phoenix;2,001;3,363,736;363;50;3;0;PopEst10
Phoenix-Mesa-Chandler, AZ;Phoenix;2,002;3,452,470;375;54;6;0;PopEst10
Phoenix-Mesa-Chandler, AZ;Phoenix;2,003;3,536,388;387;58;9;0;PopEst10
Phoenix-Mesa-Chandler, AZ;Phoenix;2,004;3,637,332;401;62;12;0;PopEst10
Phoenix-Mesa-Chandler, AZ;Phoenix;2,005;3,774,696;420;69;16;0;PopEst10
Phoenix-Mesa-Chandler, AZ;Phoenix;2,006;3,914,212;439;75;20;0;PopEst10
Phoenix-Mesa-Chandler, AZ;Phoenix;2,007;4,018,128;453;80;24;0;PopEst10
Phoenix-Mesa-Chandler, AZ;Phoenix;2,008;4,106,372;465;83;26;0;PopEst10
Phoenix-Mesa-Chandler, AZ;Phoenix;2,009;4,153,609;472;86;28;0;PopEst10
Phoenix-Mesa-Chandler, AZ;Phoenix;2,010;4,192,887;477;87;29;0;DecennialCensus
Phoenix-Mesa-Chandler, AZ;Phoenix;2,011;4,253,037;486;90;31;1;PopEst20
Phoenix-Mesa-Chandler, AZ;Phoenix;2,012;4,329,756;496;93;33;3;PopEst20
Phoenix-Mesa-Chandler, AZ;Phoenix;2,013;4,403,121;506;97;35;5;PopEst20
Phoenix-Mesa-Chandler, AZ;Phoenix;2,014;4,488,970;518;101;38;7;PopEst20
Phoenix-Mesa-Chandler, AZ;Phoenix;2,015;4,578,519;530;105;41;9;PopEst20
Phoenix-Mesa-Chandler, AZ;Phoenix;2,016;4,673,336;544;109;44;11;PopEst20
Phoenix-Mesa-Chandler, AZ;Phoenix;2,017;4,758,748;555;113;46;13;PopEst20
Phoenix-Mesa-Chandler, AZ;Phoenix;2,018;4,849,209;568;117;49;16;PopEst20
Phoenix-Mesa-Chandler, AZ;Phoenix;2,019;4,948,203;581;121;52;18;PopEst20
Phoenix-Mesa-Chandler, AZ;Phoenix;2,020;4,867,925;570;117;50;16;PopEst21
Phoenix-Mesa-Chandler, AZ;Phoenix;2,021;4,946,145;581;121;52;18;PopEst21
San Diego-Chula Vista-Carlsbad, CA;San Diego;1,960;1,033,011;0;0;0;0;DecennialCensus
San Diego-Chula Vista-Carlsbad, CA;San Diego;1,970;1,357,854;31;0;0;0;DecennialCensus
San Diego-Chula Vista-Carlsbad, CA;San Diego;1,971;1,391,925;35;0;0;0;PopEst80
San Diego-Chula Vista-Carlsbad, CA;San Diego;1,972;1,433,123;39;0;0;0;PopEst80
San Diego-Chula Vista-Carlsbad, CA;San Diego;1,973;1,499,591;45;0;0;0;PopEst80
San Diego-Chula Vista-Carlsbad, CA;San Diego;1,974;1,540,668;49;0;0;0;PopEst80
San Diego-Chula Vista-Carlsbad, CA;San Diego;1,975;1,616,904;57;0;0;0;PopEst80
San Diego-Chula Vista-Carlsbad, CA;San Diego;1,976;1,642,781;59;0;0;0;PopEst80
San Diego-Chula Vista-Carlsbad, CA;San Diego;1,977;1,715,516;66;0;0;0;PopEst80
San Diego-Chula Vista-Carlsbad, CA;San Diego;1,978;1,775,406;72;0;0;0;PopEst80
San Diego-Chula Vista-Carlsbad, CA;San Diego;1,979;1,827,598;77;0;0;0;PopEst80
San Diego-Chula Vista-Carlsbad, CA;San Diego;1,980;1,861,846;80;0;0;0;DecennialCensus
San Diego-Chula Vista-Carlsbad, CA;San Diego;1,981;1,927,017;87;0;0;0;PopEst90
San Diego-Chula Vista-Carlsbad, CA;San Diego;1,982;1,972,358;91;0;0;0;PopEst90
San Diego-Chula Vista-Carlsbad, CA;San Diego;1,983;2,018,133;95;0;0;0;PopEst90
San Diego-Chula Vista-Carlsbad, CA;San Diego;1,984;2,066,418;100;0;0;0;PopEst90
San Diego-Chula Vista-Carlsbad, CA;San Diego;1,985;2,126,092;106;0;0;0;PopEst90
San Diego-Chula Vista-Carlsbad, CA;San Diego;1,986;2,196,830;113;0;0;0;PopEst90
San Diego-Chula Vista-Carlsbad, CA;San Diego;1,987;2,275,305;120;0;0;0;PopEst90
San Diego-Chula Vista-Carlsbad, CA;San Diego;1,988;2,364,290;129;0;0;0;PopEst90
San Diego-Chula Vista-Carlsbad, CA;San Diego;1,989;2,444,387;137;0;0;0;PopEst90
San Diego-Chula Vista-Carlsbad, CA;San Diego;1,990;2,498,016;142;0;0;0;DecennialCensus
San Diego-Chula Vista-Carlsbad, CA;San Diego;1,991;2,553,122;147;2;0;0;PopEst00
San Diego-Chula Vista-Carlsbad, CA;San Diego;1,992;2,593,126;151;4;0;0;PopEst00
San Diego-Chula Vista-Carlsbad, CA;San Diego;1,993;2,599,776;152;4;0;0;PopEst00
San Diego-Chula Vista-Carlsbad, CA;San Diego;1,994;2,614,685;153;5;0;0;PopEst00
San Diego-Chula Vista-Carlsbad, CA;San Diego;1,995;2,623,697;154;5;0;0;PopEst00
San Diego-Chula Vista-Carlsbad, CA;San Diego;1,996;2,651,549;157;6;0;0;PopEst00
San Diego-Chula Vista-Carlsbad, CA;San Diego;1,997;2,692,600;161;8;0;0;PopEst00
San Diego-Chula Vista-Carlsbad, CA;San Diego;1,998;2,736,720;165;10;0;0;PopEst00
San Diego-Chula Vista-Carlsbad, CA;San Diego;1,999;2,789,593;170;12;0;0;PopEst00
San Diego-Chula Vista-Carlsbad, CA;San Diego;2,000;2,813,833;172;13;0;0;DecennialCensus
San Diego-Chula Vista-Carlsbad, CA;San Diego;2,001;2,869,672;178;15;2;0;PopEst10
San Diego-Chula Vista-Carlsbad, CA;San Diego;2,002;2,900,355;181;16;3;0;PopEst10
San Diego-Chula Vista-Carlsbad, CA;San Diego;2,003;2,914,702;182;17;4;0;PopEst10
San Diego-Chula Vista-Carlsbad, CA;San Diego;2,004;2,930,007;184;17;4;0;PopEst10
San Diego-Chula Vista-Carlsbad, CA;San Diego;2,005;2,938,375;184;18;4;0;PopEst10
San Diego-Chula Vista-Carlsbad, CA;San Diego;2,006;2,947,289;185;18;5;0;PopEst10
San Diego-Chula Vista-Carlsbad, CA;San Diego;2,007;2,975,742;188;19;6;0;PopEst10
San Diego-Chula Vista-Carlsbad, CA;San Diego;2,008;3,022,116;193;21;7;0;PopEst10
San Diego-Chula Vista-Carlsbad, CA;San Diego;2,009;3,061,203;196;23;9;0;PopEst10
San Diego-Chula Vista-Carlsbad, CA;San Diego;2,010;3,095,313;200;24;10;0;DecennialCensus
San Diego-Chula Vista-Carlsbad, CA;San Diego;2,011;3,137,156;204;26;11;1;PopEst20
San Diego-Chula Vista-Carlsbad, CA;San Diego;2,012;3,174,335;207;27;13;3;PopEst20
San Diego-Chula Vista-Carlsbad, CA;San Diego;2,013;3,209,768;211;28;14;4;PopEst20
San Diego-Chula Vista-Carlsbad, CA;San Diego;2,014;3,248,877;215;30;15;5;PopEst20
San Diego-Chula Vista-Carlsbad, CA;San Diego;2,015;3,280,850;218;31;17;6;PopEst20
San Diego-Chula Vista-Carlsbad, CA;San Diego;2,016;3,306,089;220;32;17;7;PopEst20
San Diego-Chula Vista-Carlsbad, CA;San Diego;2,017;3,321,237;222;33;18;7;PopEst20
San Diego-Chula Vista-Carlsbad, CA;San Diego;2,018;3,333,861;223;33;18;8;PopEst20
San Diego-Chula Vista-Carlsbad, CA;San Diego;2,019;3,338,330;223;34;19;8;PopEst20
San Diego-Chula Vista-Carlsbad, CA;San Diego;2,020;3,297,252;219;32;17;7;PopEst21
San Diego-Chula Vista-Carlsbad, CA;San Diego;2,021;3,286,069;218;32;17;6;PopEst21
Seattle-Tacoma-Bellevue, WA;Seattle;1,960;1,428,803;0;0;0;0;DecennialCensus
Seattle-Tacoma-Bellevue, WA;Seattle;1,970;1,832,896;28;0;0;0;DecennialCensus
Seattle-Tacoma-Bellevue, WA;Seattle;1,971;1,835,185;28;0;0;0;PopEst80
Seattle-Tacoma-Bellevue, WA;Seattle;1,972;1,806,085;26;0;0;0;PopEst80
Seattle-Tacoma-Bellevue, WA;Seattle;1,973;1,800,969;26;0;0;0;PopEst80
Seattle-Tacoma-Bellevue, WA;Seattle;1,974;1,833,966;28;0;0;0;PopEst80
Seattle-Tacoma-Bellevue, WA;Seattle;1,975;1,866,267;31;0;0;0;PopEst80
Seattle-Tacoma-Bellevue, WA;Seattle;1,976;1,886,228;32;0;0;0;PopEst80
Seattle-Tacoma-Bellevue, WA;Seattle;1,977;1,916,690;34;0;0;0;PopEst80
Seattle-Tacoma-Bellevue, WA;Seattle;1,978;1,971,115;38;0;0;0;PopEst80
Seattle-Tacoma-Bellevue, WA;Seattle;1,979;2,032,121;42;0;0;0;PopEst80
Seattle-Tacoma-Bellevue, WA;Seattle;1,980;2,093,112;46;0;0;0;DecennialCensus
Seattle-Tacoma-Bellevue, WA;Seattle;1,981;2,151,689;51;0;0;0;PopEst90
Seattle-Tacoma-Bellevue, WA;Seattle;1,982;2,177,909;52;0;0;0;PopEst90
Seattle-Tacoma-Bellevue, WA;Seattle;1,983;2,188,095;53;0;0;0;PopEst90
Seattle-Tacoma-Bellevue, WA;Seattle;1,984;2,216,023;55;0;0;0;PopEst90
Seattle-Tacoma-Bellevue, WA;Seattle;1,985;2,258,022;58;0;0;0;PopEst90
Seattle-Tacoma-Bellevue, WA;Seattle;1,986;2,301,016;61;0;0;0;PopEst90
Seattle-Tacoma-Bellevue, WA;Seattle;1,987;2,356,243;65;0;0;0;PopEst90
Seattle-Tacoma-Bellevue, WA;Seattle;1,988;2,426,400;70;0;0;0;PopEst90
Seattle-Tacoma-Bellevue, WA;Seattle;1,989;2,493,220;74;0;0;0;PopEst90
Seattle-Tacoma-Bellevue, WA;Seattle;1,990;2,559,164;79;0;0;0;DecennialCensus
Seattle-Tacoma-Bellevue, WA;Seattle;1,991;2,630,705;84;3;0;0;PopEst00
Seattle-Tacoma-Bellevue, WA;Seattle;1,992;2,690,858;88;5;0;0;PopEst00
Seattle-Tacoma-Bellevue, WA;Seattle;1,993;2,740,325;92;7;0;0;PopEst00
Seattle-Tacoma-Bellevue, WA;Seattle;1,994;2,774,159;94;8;0;0;PopEst00
Seattle-Tacoma-Bellevue, WA;Seattle;1,995;2,814,630;97;10;0;0;PopEst00
Seattle-Tacoma-Bellevue, WA;Seattle;1,996;2,856,795;100;12;0;0;PopEst00
Seattle-Tacoma-Bellevue, WA;Seattle;1,997;2,918,071;104;14;0;0;PopEst00
Seattle-Tacoma-Bellevue, WA;Seattle;1,998;2,978,761;108;16;0;0;PopEst00
Seattle-Tacoma-Bellevue, WA;Seattle;1,999;3,019,651;111;18;0;0;PopEst00
Seattle-Tacoma-Bellevue, WA;Seattle;2,000;3,043,878;113;19;0;0;DecennialCensus
Seattle-Tacoma-Bellevue, WA;Seattle;2,001;3,092,927;116;21;2;0;PopEst10
Seattle-Tacoma-Bellevue, WA;Seattle;2,002;3,118,302;118;22;2;0;PopEst10
Seattle-Tacoma-Bellevue, WA;Seattle;2,003;3,133,021;119;22;3;0;PopEst10
Seattle-Tacoma-Bellevue, WA;Seattle;2,004;3,158,967;121;23;4;0;PopEst10
Seattle-Tacoma-Bellevue, WA;Seattle;2,005;3,198,265;124;25;5;0;PopEst10
Seattle-Tacoma-Bellevue, WA;Seattle;2,006;3,257,081;128;27;7;0;PopEst10
Seattle-Tacoma-Bellevue, WA;Seattle;2,007;3,304,467;131;29;9;0;PopEst10
Seattle-Tacoma-Bellevue, WA;Seattle;2,008;3,355,042;135;31;10;0;PopEst10
Seattle-Tacoma-Bellevue, WA;Seattle;2,009;3,414,797;139;33;12;0;PopEst10
Seattle-Tacoma-Bellevue, WA;Seattle;2,010;3,439,809;141;34;13;0;DecennialCensus
Seattle-Tacoma-Bellevue, WA;Seattle;2,011;3,503,891;145;37;15;2;PopEst20
Seattle-Tacoma-Bellevue, WA;Seattle;2,012;3,558,829;149;39;17;3;PopEst20
Seattle-Tacoma-Bellevue, WA;Seattle;2,013;3,612,347;153;41;19;5;PopEst20
Seattle-Tacoma-Bellevue, WA;Seattle;2,014;3,675,160;157;44;21;7;PopEst20
Seattle-Tacoma-Bellevue, WA;Seattle;2,015;3,739,654;162;46;23;9;PopEst20
Seattle-Tacoma-Bellevue, WA;Seattle;2,016;3,816,355;167;49;25;11;PopEst20
Seattle-Tacoma-Bellevue, WA;Seattle;2,017;3,885,579;172;52;28;13;PopEst20
Seattle-Tacoma-Bellevue, WA;Seattle;2,018;3,935,179;175;54;29;14;PopEst20
Seattle-Tacoma-Bellevue, WA;Seattle;2,019;3,979,845;179;56;31;16;PopEst20
